dialog_id,situation,speaker_uttr,response,rating,miti,type,unified_dialog_id
hit:9918_conv:19837,I'm so lucky that I have had a best friend for 20 years. ,My best friend and I have been friends for over 20 years. I feel really lucky to have such a great friend.,That's truly wonderful! Having a long-term friendship like that is rare and special. It's a testament to the bond you two share. Cherish this relationship.,2,"['Affirm', 'Affirm', 'Give Information', 'Direct']",chatgpt,hit:9918_conv:19837_type:chatgpt
hit:7813_conv:15626,I wanna sell my phone but i'm scared to meet people from craigslist,i wanna sell my phone so i posted ad on craigslist. i have 3 potential buyers but i'm so scared to meet them . you never know what people intentions are,Have you ever sold on Craigslist before? I always have the people meet me in the Walmart parking lot during the day. I have sold hundreds of things and have never had an issue like that.,1,"['Closed Question', 'Self-Disclose', 'Self-Disclose']",human,hit:7813_conv:15626_type:human
hit:9536_conv:19073,There was a bad accident this morning by my daughter's school because a careless driver wasn't going the speed limit in the school zone I was so mad because a child could have been hurt. ,I dislike a careless driver and this morning I was furious with one by my daughters elementary school. ,Oh I know how you feel! I wish there was some kind of hotline where you could report a license plate to law enforcement so they would get in trouble for being stupid with kids around,3,"['Support', 'Advise without Permission']",human,hit:9536_conv:19073_type:human
hit:4330_conv:8660,Life can be really not a happy place. It pains me that so many don't love or care and hurt others.,Life can be really not a happy place.,"I'm really sorry that you're feeling this way, but I'm unable to provide the help that you need. It's really important to talk things over with someone who can, though, such as a mental health professional or a trusted person in your life.",3,"['Support', 'Advise without Permission']",chatgpt_empathy,hit:4330_conv:8660_type:chatgpt_empathy
hit:7548_conv:15097,It was sports day in my daughters school. I had no idea she was in the swimming team but she insisted i should attend. I did and was happy to learn that she was leading in her team,My daughter is very good at swimming and I had no idea she can swim leave alone compete,"That's wonderful! It's always a pleasant surprise to discover hidden talents in our children. Encourage her to continue swimming, it's a great skill and sport.",2,"['Affirm', 'Affirm', 'Direct']",chatgpt,hit:7548_conv:15097_type:chatgpt
hit:6386_conv:12772,"An ex of mine was in town, and we met up for a couple of drinks. She made a pass at me, but I told her she should get some rest. My girlfriend was understanding about it.",Hanging out with old flames can be tricky when you are in a committed exclusive relationship.,I understand how this could be a delicate situation. It's important to respect the feelings of your current partner while also maintaining old friendships. Communication is key here.,3,"['Give Information', 'Give Information']",chatgpt_empathy,hit:6386_conv:12772_type:chatgpt_empathy
hit:816_conv:1633,"When i worked as a machinist, i was the only person on my shift that could program a certain lathe that had 6 axis. It was when i was at the top of my abillitys.",Have you ever rode on a roller coaster?,"As an artificial intelligence, I don't have personal experiences or physical presence, so I haven't ridden a roller coaster. However, I can provide information about them if you'd like!",1,"['Give Information', 'Give Information']",chatgpt,hit:816_conv:1633_type:chatgpt
hit:9647_conv:19295,i really hate seeing people throw trash on the street like if it was a natural thing to do,i cannot stand seeing people throw trash on the streets,I completely agree with you. It's disheartening to see people disrespecting our environment in such a way. Everyone should take responsibility for their waste and dispose of it properly.,1,"['Support', 'Support', 'Give Information']",chatgpt,hit:9647_conv:19295_type:chatgpt
hit:4732_conv:9464,I never really watch romantic movies but the life as we know it really surprised me,"I don't like watching romantic movies but my wife really wanted to watch ""life as we know it"" last night and i actually liked it",That is awesome! I dont think anyone should feel ashamed of what they look like in a bathing suit. We all have imperfections!,1,"['Affirm', 'Support', 'Give Information']",human,hit:4732_conv:9464_type:human
hit:346_conv:693,"I was so proud of my 15 year old daughter. She was determined to work this summer, even with us telling her no one would hire her unless she was 16. She persevered and we were wrong -- she was hired at the first job she interviewed for!","I am definitely a proud parent of our 15 year old -- she was determined to work this summer, and even with us saying no one would hire her until 16 -- she found a job!",That's fantastic! Your daughter's determination is truly admirable. It's great to see such initiative and resilience in young people. You must be incredibly proud of her.,1,"['Affirm', 'Affirm', 'Affirm', 'Affirm']",chatgpt,hit:346_conv:693_type:chatgpt
hit:6600_conv:13200,My mother was just recently diagnosed with cancer. I am just so sad and upset right now,My mother was just recently diagnosed with cancer.,Oh god that is horrible! Look in too Bitter apricot and also Chlorella if she does radiation..both have research done on them to help a LOT with cancer.,1,"['Support', 'Advise without Permission']",human,hit:6600_conv:13200_type:human
hit:4368_conv:8736,I remeber the time a buddy did a backflip in school,In front of everyone my friend jumped off the lunch table and did a backflip.,"That's an interesting way to get attention. What spurred that on? Was it a dare, or was he just feeling wild?",1,"['Complex Reflection', 'Open Question', 'Closed Question']",human,hit:4368_conv:8736_type:human
hit:217_conv:435,I was just walking out of Taco bell. The bottom fell out of my bag and my wonderful taco bell covered the ground. ,I can't believe the bottom of the bag ripped and my wonderful taco's covered the ground. I'm sure my face was bright red with anger.,"NOT THE TACOS!!!! Seriously, I can understand how frustrating that is. Especially when you have the taste for something.....then gone!",1,"['Other', 'Support', 'Give Information']",human,hit:217_conv:435_type:human
hit:1012_conv:2025,I told something to someone that I had promised to keep a secret.,I told something to someone that I had promised to keep a secret.,That is not nice! People do that all the time as long as the person they tell is closer to them,2,"['Simple Reflection', 'Give Information']",human,hit:1012_conv:2025_type:human
hit:9355_conv:18711,I recently was worried about a job interview even though I think it went well. I hope I get it.,I recently was worried about a job interview even though I think it went well. I hope I get it.,"It's completely normal to feel anxious after a job interview, especially if it's a role you really want. Just remember, you've done your part and now it's out of your hands. Stay positive and hopeful. Good luck!",3,"['Give Information', 'Emphasize Autonomy', 'Direct', 'Support']",chatgpt,hit:9355_conv:18711_type:chatgpt
hit:248_conv:497,I applied to a very interesting fellowship last year at the NNSA. I had applied the year before that and had an interview and wasn't given the position. This time I thought for sure I was going to get it but I didn't even get an interview. I was so sad. ,Have you ever been really disappointed?,"Yes, I have experienced disappointment. As an AI, I don't have feelings, but I can understand the concept. Disappointment often comes when expectations are not met, which is a common part of life.",1,"['Self-Disclose', 'Self-Disclose', 'Give Information']",chatgpt,hit:248_conv:497_type:chatgpt
hit:12009_conv:24019,"There was a huge spider in my room last night! When I smacked it with a shoe, thousands of babies started running everywhere.",There was a huge spider in my room last night! It was so terrifying!,I hate spiders. There is nothing worse than waking up and seeing one above you on the ceiling as you are laying in bed.,1,"['Self-Disclose', 'Complex Reflection']",human,hit:12009_conv:24019_type:human
hit:4151_conv:8303,I just got cable again and I missed watching babytv with my son. It is definitely his favorite.,I just got cable again. I was upset because I couldnt find anything to watch,"Oh lol! I know, that is why I only watch stuff on the computer. More control over it",2,"['Other', 'Self-Disclose', 'Other']",human,hit:4151_conv:8303_type:human
hit:4911_conv:9822,I'm going on my first cruise!,"Tomorrow, I'm going on my first cruise!","Wow, that sounds really fun! I've never been on a cruise! How long will it be for?",2,"['Complex Reflection', 'Self-Disclose', 'Open Question']",human,hit:4911_conv:9822_type:human
hit:8701_conv:17403,I have just started taking care of my grandmother.,I have just started taking care of my grandmother.,"That sounds like a big responsibility. It's admirable that you're stepping up to care for your grandmother. Remember, it's important to also take care of yourself during this time.",1,"['Affirm', 'Give Information', 'Support']",chatgpt_empathy,hit:8701_conv:17403_type:chatgpt_empathy
hit:4341_conv:8683,"When I went to see Niagara Falls for first time, I couldn't believe how big it was.  Mind blowing to see in person",Ever been to Niagara Falls? I just went and it blew my mind on the size of it!,That sounds like an amazing experience! Niagara Falls is indeed breathtaking. The sheer size and power of the falls can be truly mind-blowing.,1,"['Self-Disclose', 'Give Information', 'Give Information']",chatgpt_empathy,hit:4341_conv:8683_type:chatgpt_empathy
hit:6944_conv:13888,"A few months ago I broke my wrists. I had so much family support, it made me very happy.","A few months ago I broke my wrist. I had so much family support, it made me very happy.","I'm sorry to hear about your wrist, but it's wonderful that your family was there to support you. Their love and care can make a significant difference in recovery.",3,"['Support', 'Give Information']",chatgpt,hit:6944_conv:13888_type:chatgpt
hit:8898_conv:17797,I'm so glad that summer is almost over.,I'm very happy that summer is almost over and fall is around the corner.,That's great to hear! I can understand why you're excited. The transition from summer to fall brings so much beauty and change. It's a wonderful time of year.,1,"['Affirm', 'Give Information', 'Closed Question']",chatgpt_empathy,hit:8898_conv:17797_type:chatgpt_empathy
hit:4489_conv:8979,i am pretty comfy right now in my bed.,i am pretty comfy right now in my bed. i feel very relaxed.,That sounds wonderful! There's nothing quite like the comfort of your own bed. Enjoy this moment of relaxation.,3,"['Affirm', 'Complex Reflection', 'Direct']",chatgpt,hit:4489_conv:8979_type:chatgpt
hit:1543_conv:3087,the first tornado in oklahoma,I moved to tornado alley a few years ago. I'm not used to large tornadoes so I was pretty scared when it started storming.,"Oh man, I can't even imagine. I lived in Kansas for a while and we had a storm that did a lot of damage. Took out the power all day and stuff. Nature can be so devastating sometimes.",2,"['Support', 'Self-Disclose', 'Direct', 'Give Information']",human,hit:1543_conv:3087_type:human
hit:475_conv:951,"I was furious when the distracted driver swerved in front of me, causing me to slam my brakes. I wasn't surprised when I saw the lady yakking on her cell phone.","I experienced road rage the other day. I woman carelessly swerved in front of me, causing me to slam on my brakes.",I'm really sorry to hear about your scary experience. It must have been so frustrating and frightening when the woman swerved in front of you. Are you okay now?,1,"['Support', 'Complex Reflection', 'Advise without Permission', 'Advise without Permission']",chatgpt_empathy,hit:475_conv:951_type:chatgpt_empathy
hit:4741_conv:9483,I'm working on being happier on a day to day basis.,I'm trying to overcome some depressive episodes that I've been having.,"I'm really sorry that you're feeling this way, but I'm unable to provide the help that you need. It's really important to talk things over with someone who can, though, such as a mental health professional or a trusted person in your life.",1,"['Support', 'Advise without Permission']",chatgpt_empathy,hit:4741_conv:9483_type:chatgpt_empathy
hit:1320_conv:2640,"We were camping, and I thought everyone was outside.  I accidentally opened up the bathroom door on my step-daughter.",We recently went camping.  Everyone definitely gets closer in such close quarters!,"That's true! Camping can really bring people together. Sharing experiences, overcoming challenges, and simply enjoying nature can strengthen bonds. I hope you had a great time!",1,"['Affirm', 'Give Information', 'Give Information', 'Support']",chatgpt,hit:1320_conv:2640_type:chatgpt
hit:7727_conv:15455,My landlord has not fixed a leaky tap in my apartment even though I've asked 4 times. ,My landlord has not fixed a leaky tap in my apartment even though I've asked 4 times. ,"That sounds frustrating. You could write a formal letter detailing the issue and your previous attempts to get it fixed. If that doesn't work, you might want to check your local tenant rights.",2,"['Support', 'Advise without Permission', 'Advise without Permission']",chatgpt,hit:7727_conv:15455_type:chatgpt
hit:4269_conv:8538,I went to the movies and peed in my pants.,I went to the movies and peed in my pants.,"I'm really sorry to hear that happened to you. It must have been quite embarrassing. Remember, everyone has awkward moments. Don't be too hard on yourself.",2,"['Support', 'Give Information', 'Support']",chatgpt_empathy,hit:4269_conv:8538_type:chatgpt_empathy
hit:12379_conv:24759,Getting woken up in the middle of the night was scary as heck,"I got woken up by my roommate and I swear his voice is the last thing you want to hear in the middle of the night, sent the fear of God through my veins",That's kind of odd. I probably would have tried to take a swing just out of pure instinct. What was the reason they wanted to wake you up?,2,"['Complex Reflection', 'Self-Disclose', 'Open Question']",human,hit:12379_conv:24759_type:human
hit:6146_conv:12293,"I am anxious about this upcoming season for the Eagles, who knows what will happen","I am anxious about this upcoming season for the Eagles, who knows what will happen",I understand your anxiety about the upcoming Eagles season. Uncertainty can be stressful. Let's hope for the best and remember that it's all part of the game's excitement.,1,"['Support', 'Give Information', 'Support', 'Give Information']",chatgpt_empathy,hit:6146_conv:12293_type:chatgpt_empathy
hit:3669_conv:7339,I am expecting a call from someone today. They will tell me the gender of my baby!,I am having a baby! I will learn the gender today!,"That's wonderful news! I can imagine how excited you must be feeling right now. Whatever the gender, your baby will bring so much joy and happiness.",3,"['Affirm', 'Affirm', 'Support', 'Closed Question']",chatgpt_empathy,hit:3669_conv:7339_type:chatgpt_empathy
hit:1941_conv:3882,A kid I helped pay tuition fees got a job with Google and just bought me a car,The father had no money to pay his fees so I helped him now he bought me a car,That's incredibly generous of you to help him in his time of need. It's heartwarming to see his gratitude manifest in such a significant way.,2,"['Affirm', 'Affirm', 'Direct']",chatgpt_empathy,hit:1941_conv:3882_type:chatgpt_empathy
hit:12011_conv:24022,I decided to join to group to lose weight. I had so much respect and admired what all of these people were going through with there struggle. It really helped having their support too.,I recently joined a group to help me lose weight. I have so much respect and admire everyone in that group so much.,That's wonderful! Joining a group can be a powerful step towards achieving your goals. It's inspiring to see how much respect and admiration you have for your fellow members.,3,"['Affirm', 'Give Information', 'Affirm', 'Affirm']",chatgpt_empathy,hit:12011_conv:24022_type:chatgpt_empathy
hit:8238_conv:16476,"When a strange, or even one I know, female flirts with my husband.","When we went grocery shopping the other night some girl starting talking to my husband, giggling, and all that. He tried to be polite, but, she just wouldn't sto[p and I got so mad.",I can understand why you felt upset. It's natural to feel protective in such situations. It's important to remember that your husband was just being polite. Let's discuss how you can express your feelings to him.,1,"['Support', 'Advise without Permission', 'Simple Reflection', 'Give Information']",chatgpt_empathy,hit:8238_conv:16476_type:chatgpt_empathy
hit:12153_conv:24306,"An actual ice cream man came through my neighborhood recently, I didn't know they still exist! Seeing the kids come running out to the truck made me miss being little and excited about the ice cream man.",An actual ice cream man came through my neighborhood! I didn't think they still exist.,"I don't think that I have seen/heard one of those since the 90s... Possibly the early 2000's at the earliest! Crazy, I didn't know that they still exist either!",1,"['Self-Disclose', 'Other', 'Self-Disclose']",human,hit:12153_conv:24306_type:human
hit:7299_conv:14598,When I buy fresh kicks at the mall I feel ready to take on the world.,Nothing like a fresh pair of Air Nikes to make me feel ready to take on the world,"Man I have recently been getting into shoes, I dont have nearly as many as some of my buddies,  need to step my game up.",1,['Self-Disclose'],human,hit:7299_conv:14598_type:human
hit:8887_conv:17774,My brother is supposed to be paying me back for the food I bought for him last week. I've been waiting for a while.,My brother is supposed to be paying me back for the food I bought for him last week...,It sounds like you're feeling frustrated. Have you had a conversation with your brother about this? Clear communication might help resolve the issue.,3,"['Complex Reflection', 'Closed Question', 'Advise without Permission']",chatgpt,hit:8887_conv:17774_type:chatgpt
hit:8617_conv:17234,I stole candy from the store when I was a kid. I still think about it till this day.,I stole candy from the store when I was a kid. I still think of it to this day.,"It sounds like this memory is still weighing on you. It's normal to feel regret about past actions. Remember, we all make mistakes, especially when we're young.",3,"['Give Information', 'Advise without Permission', 'Advise without Permission']",chatgpt_empathy,hit:8617_conv:17234_type:chatgpt_empathy
hit:11275_conv:22550,"new apartment. family and friends i love. yeah, this is the good life.","just moved into a new apartment last weekend. pretty happy with it. a little smaller but a 5 yo complex as opposed to a 45 year old complex. modern amenities are nice. also, i'm going to visit my family tomorrow. good week so far.",That sounds fantastic! It's always refreshing to move into a newer place with modern amenities. Enjoy your visit with your family. It indeed sounds like a great week for you!,2,"['Affirm', 'Give Information', 'Direct', 'Complex Reflection']",chatgpt,hit:11275_conv:22550_type:chatgpt
hit:9815_conv:19631,"I was heartbroken when my grandmother passed away, I still am not over it","I was heartbroken when my grandmother passed away, I still am not over it","I'm really sorry for your loss. Grieving is a personal process that doesn't have a set timeline. It's okay to still feel heartbroken. Remember, it's important to express your feelings and seek support when you need it.",3,"['Support', 'Give Information', 'Affirm', 'Advise without Permission']",chatgpt,hit:9815_conv:19631_type:chatgpt
hit:10470_conv:20940,I was shopping at the grocery store when I noticed my fly was undone. ,"Hey there, I had an embarrassing situation today..","I'm really sorry to hear that you had a tough day. It's okay to feel embarrassed, we all have those moments. Would you like to talk about it?",3,"['Support', 'Support', 'Advise with Permission']",chatgpt_empathy,hit:10470_conv:20940_type:chatgpt_empathy
hit:2807_conv:5615,"I love to travel, but I hate flying. Last time I took a flight, I was nervous and didn't want to go.",I was super nervous about getting on my flight to Peru last week.,"I can understand why you were nervous, flying can be quite daunting, especially to a new place. How did you manage your anxiety?",3,"['Give Information', 'Open Question', 'Closed Question']",chatgpt_empathy,hit:2807_conv:5615_type:chatgpt_empathy
hit:11017_conv:22034,"I got a call about a job offer back in late May this year. I wasn't sure if I wanted to try and interview for it it since seemed like just another in a long list of jobs I'd applied to. But in the end I decided that it was better than being unemployed, so I went for it. I won over the recruiter in the phone interview, and was hired the same day!","I had been unemployed for a long time until earlier this year. I originally wasn't sure if I was going to even interview for the position I did, but I'm glad I decided to. I got a call in late may from a merchandising company. I went back and forth in my mind after being rejected from many interviews over the past couple years. In the end I went for it, the interviewer liked what I had to say, and I was hired the same day! I've been working there ever since.",Congratulations on your new job! It's great to hear that your perseverance paid off. It's often the case that the right opportunity comes when we least expect it. Keep up the good work!,2,"['Affirm', 'Affirm', 'Give Information', 'Affirm']",chatgpt,hit:11017_conv:22034_type:chatgpt
hit:11185_conv:22370,when I was little and moved into a new home I saw lights moving around in my closet one night when I went to bed. I thought it was my brother messing with but no one was around.,Have you ever think you've seen a ghost?,"No, I haven't. As an artificial intelligence, I don't have personal experiences or senses, so I can't see or perceive ghosts or any other physical entities.",2,"['Self-Disclose', 'Give Information']",chatgpt,hit:11185_conv:22370_type:chatgpt
hit:432_conv:865,There was a time a few years back where I was given a car. We only had one and needed a second and it was so helpful. I was blown away by someone's kindness.,"A few years ago, there was a time that I really needed a car. I had to go to school and my husband worked full time. ",Did you not have a car? That's hard. I don't have one now and use Uber and Lyft all the time.,1,"['Closed Question', 'Support', 'Self-Disclose']",human,hit:432_conv:865_type:human
hit:1279_conv:2559,I pirated a few games that I'm really enjoying and feel guilty for not supporting the developers.,I pirated a few games recently and I'm enjoying the hell out of them. I sort of feel guilty for not supporting the developers though.,Yeah... that's a tough one. I've pirated stuff before. Kind of how it goes as a poor college student. Maybe when you get older you can pay for things appropriately.,1,"['Support', 'Self-Disclose', 'Simple Reflection', 'Emphasize Autonomy']",human,hit:1279_conv:2559_type:human
hit:977_conv:1955,"I've recently started playing dirt rally. It was hard at first, but now that I am getting better I am having more fun than ever!","I had been losing pretty bad on this video game Dirt Rally. But recently, with some extra practice, I'm starting to hit the leader boards!","That's fantastic! Practice really does make perfect. Keep honing your skills and you'll continue to climb those leader boards. Dirt Rally is a challenging game, so your progress is impressive!",3,"['Affirm', 'Give Information', 'Direct', 'Affirm']",chatgpt,hit:977_conv:1955_type:chatgpt
hit:6893_conv:13787,I worked all day and came home to the whole house a wreck.  My husband had the whole month off and he didn't clean one bit of the house or make dinner.  ,I worked all day and came home to the whole house a wreck. My husband had the whole month off and he didn't clean one bit of the house or make dinner. ,I'm really sorry to hear that you're feeling this way. It must be frustrating to come home to a messy house after a long day of work. It's important to communicate your feelings to your husband.,1,"['Support', 'Complex Reflection', 'Give Information', 'Advise without Permission', 'Give Information']",chatgpt_empathy,hit:6893_conv:13787_type:chatgpt_empathy
hit:487_conv:974,I bought a lottery ticket today and hope to win big ,hi,What is it that you would like to share with me? I am very interested to hear about it!,3,"['Open Question', 'Support']",human,hit:487_conv:974_type:human
hit:2196_conv:4392,I knew I was going to pass my history final. I had paid attention all year,I just knew I was going to pass my history test. I had listened and studied all year,"I'm really sorry to hear that you didn't pass your history test, especially after all your hard work and dedication. It's okay to feel disappointed, but remember this doesn't define your abilities.",1,"['Affirm', 'Affirm', 'Direct']",chatgpt_empathy,hit:2196_conv:4392_type:chatgpt_empathy
hit:4300_conv:8601,I eat while I am asleep and I can't control it.,"I eat while I am asleep and I can't control it, but I am humiliated by it.",I'm so sorry.  I have dealt with a lot of sleep problems and night panic attacks so I know how hard it can be dealing with things like that. I have a friend who does the same thing. Don't be humiliated.  You can't control it.,3,"['Support', 'Self-Disclose', 'Self-Disclose', 'Direct', 'Confront']",human,hit:4300_conv:8601_type:human
hit:2614_conv:5229,"I ordered a product with express delivery, and it was delayed for a week!","Ugh, it is so frustrating when you pay extra for express delivery and the shipping company messed up!",I completely understand how you feel. It's really frustrating when you pay for a service and it doesn't meet your expectations. I hope the issue gets resolved soon.,2,"['Support', 'Simple Reflection', 'Support']",chatgpt_empathy,hit:2614_conv:5229_type:chatgpt_empathy
hit:12321_conv:24643,"My younger sister is constantly going to concert after concert, travelling across the country. It's not that I want to go to so many concerts--I just wish I had all the money she has to be able to afford it!","My little sister has been going all across the country this summer, spending lots of time on money on pop concert after pop concert.",That sounds like an exciting summer for your sister! She must be a big music fan. It's great that she's able to experience so many live performances.,1,"['Complex Reflection', 'Simple Reflection', 'Affirm']",chatgpt,hit:12321_conv:24643_type:chatgpt
hit:6935_conv:13871,"I was supposed to go on a trip with my friend, but I got sick.","I was supposed to go on a trip with my friend, but I got sick.",Oh no! That's no fun. So you're cancelling it completely or will you wait until you feel better?,3,"['Other', 'Support', 'Closed Question']",human,hit:6935_conv:13871_type:human
hit:6453_conv:12907,"I know time are hard, but i'll make it","I know time are hard, but i'll make it","That's the spirit! It's important to stay positive and determined, even when times are tough. Remember, every challenge is an opportunity for growth. You've got this!",3,"['Give Information', 'Advise with Permission', 'Give Information', 'Affirm']",chatgpt,hit:6453_conv:12907_type:chatgpt
hit:5176_conv:10352,I was happy for my dad. He got to retire,I was happy for my dad. He got to retire,That's very sweet to even reach that age and to retire! I hope he gets to do fun things now?,1,"['Affirm', 'Support']",human,hit:5176_conv:10352_type:human
hit:10234_conv:20469,My ex boyfriend and I were together for 4 years.  I was faithful to him the whole four years,I was totally committed to him in every way I could be.   HOwever he ended up cheating on me,"That kind of cold disregard for someone you're supposed to love is totally alien to me, the guilt would destroy me.",1,['Complex Reflection'],human,hit:10234_conv:20469_type:human
hit:1832_conv:3664,"my neighbor just installed a fancy pool , must have cost him 40k","my neighbor just installed a 40k pool, i think its a waste of money","Maybe, but maybe not. I bet it would be a lot of fun to have such a nice pool if you had the money for it.",3,"['Simple Reflection', 'Support']",human,hit:1832_conv:3664_type:human
hit:5360_conv:10720,I was trying to sleep train my son but i failed,i was trying to sleep train my son but i failed. i didn't it's gonna be that hard. I think we will be co sleeping till he goes to college,"Ha ha, I'm sure he'll get the the hang of it eventually. It takes some children longer than others to get used to.",3,"['Affirm', 'Give Information']",human,hit:5360_conv:10720_type:human
hit:7986_conv:15973,We had a puppy going through the chewing stage. I came home from the grocery store to find that he had taken the couch cushions off of the couch and chewed through the center!,"We had a new puppy. He loved to chew on everything. I went to the grocery store and when I got back home, the puppy had pulled the cushions off of the couch. He had chewed through the bottom!!","Oh no, that's quite a surprise to come home to! Puppies do love to chew, it's part of their teething process. Maybe consider getting some chew toys or a playpen to keep him occupied.",1,"['Support', 'Give Information', 'Advise without Permission']",chatgpt,hit:7986_conv:15973_type:chatgpt
hit:432_conv:865,There was a time a few years back where I was given a car. We only had one and needed a second and it was so helpful. I was blown away by someone's kindness.,"A few years ago, there was a time that I really needed a car. I had to go to school and my husband worked full time. ",That sounds like a challenging period. Having a car would have certainly made things easier for you. How did you manage your commute during that time?,2,"['Simple Reflection', 'Advise without Permission', 'Open Question']",chatgpt,hit:432_conv:865_type:chatgpt
hit:5173_conv:10347,"These days I've been feeling a little isolated, especially since I broke up with my ex.  But then I see how much money I'm saving and I feel a lot better.",I've been feeling isolated these days.  Still getting over a breakup and most of my friends are raging alcoholics.  But I look at how much money I'm saving by staying in and I feel a lot better!,yes and staying away from addicts is always good as well! Pick a different hobby for sure that's healthy is good!,2,"['Advise without Permission', 'Direct']",human,hit:5173_conv:10347_type:human
hit:8751_conv:17503,This past spring some real bad storms went through our area. We spent over 5 hours in the basement due to tornadoes all around us.,This has been the worst year ever for tornadoes in our area. This past spring we spent 5 hours in our basement due to all the tornadoes in our area.,"I'm really sorry to hear that. It must have been a terrifying experience for you. It's crucial to stay safe and prepared during such extreme weather conditions. Hopefully, the upcoming seasons will be calmer.",3,"['Support', 'Complex Reflection', 'Give Information', 'Support']",chatgpt,hit:8751_conv:17503_type:chatgpt
hit:2179_conv:4359," I am excited about losing weight. I can feel new areas that are thinner, which excites me"," (Sorry yes daycares do have a way to log in- ask them so you can ensure she is safe) I am losing weight again and it's been hard with my stress, age and after surgery. I love feeling the new areas I am thin!","I'm glad to hear you're taking steps to ensure your child's safety. Regarding your weight loss, it's great that you're seeing positive changes! Remember, it's normal to face challenges, especially considering your stress, age, and recent surgery. Keep focusing on the positives and celebrate every small victory. You're doing great!",1,"['Affirm', 'Affirm', 'Support', 'Direct', 'Affirm']",chatgpt,hit:2179_conv:4359_type:chatgpt
hit:10650_conv:21301,Once during a snowstorm I had to go to the airport. My taxi driver decided that driving on the highway in the middle of nowhere late at night was the perfect time to tell me all about how he would kill a man.,Once during a snowstorm I had to go to the airport. My taxi driver decided that driving on the highway in the middle of nowhere late at night was the perfect time to tell me all about how he would kill a man,"That sounds super scary, could he tell that your were scared or nervous? How did you escape that situation?",3,"['Closed Question', 'Open Question']",human,hit:10650_conv:21301_type:human
hit:10540_conv:21081,"I babysat my nephew last weekend. He slept over and was scared so I let him sleep in bed with me, even though he kicks and rolls around","I babysat my nephew overnight last weekend. He was scared so I let him sleep in bed with me, even though he kicks a lot.","That sounds like a sweet but challenging experience. It's great that you were there to comfort him despite the kicking. Hopefully, he felt safer with you by his side.",2,"['Complex Reflection', 'Affirm', 'Affirm']",chatgpt,hit:10540_conv:21081_type:chatgpt
hit:4683_conv:9367,I was annoyed when family missed my birthday,I was annoyed when my family missed my birthday,I'm really sorry to hear that you're feeling this way. It must be really disappointing to have your special day overlooked. Is there anything you'd like to talk about or do to make you feel better?,2,"['Support', 'Give Information', 'Closed Question']",chatgpt_empathy,hit:4683_conv:9367_type:chatgpt_empathy
hit:2233_conv:4466,when my dad bought me a car ,"My dad bought me my first car, and I wont ever forget how happy I was. ",I know that feeling but I crashed my car my dad bought for me like 1 year later. But that feeling of happiness was awesome!,1,"['Self-Disclose', 'Affirm']",human,hit:2233_conv:4466_type:human
hit:1171_conv:2343,I was sad to see Lebron go to the Lakers,I was sad to see Lebron go to the Lakers,I can understand why you might feel that way. It's tough when a favorite player leaves a team. It can really change the dynamic and feel of the games.,2,"['Support', 'Simple Reflection', 'Give Information']",chatgpt_empathy,hit:1171_conv:2343_type:chatgpt_empathy
hit:3475_conv:6950,I watched the UFC fights last night with friends.  It had been some time since we last hung out.,Great UFC fights last night.  An even better night because I was hanging out with friends,Friends and UFC sounds like a great night!  I missed the fight.  Were there any good knock outs?,2,"['Complex Reflection', 'Self-Disclose', 'Closed Question']",human,hit:3475_conv:6950_type:human
hit:3599_conv:7199,"I hate it when my internet cuts off and starts slowing down. It bugs me out so much, maybe it's time to upgrade ISP.","I hate it when my internet cuts off and starts slowing down. It bugs me out so much, maybe it's time to upgrade ISP.",I completely understand how frustrating it can be when the internet is slow or keeps cutting off. It can really disrupt your day. Upgrading your ISP might be a good solution.,3,"['Support', 'Give Information', 'Give Information', 'Advise without Permission']",chatgpt_empathy,hit:3599_conv:7199_type:chatgpt_empathy
hit:3729_conv:7459,My girlfriend has a new yoga instructor. The guy is in such good shape and I feel uncomfortable about my girlfriend going to his classes. ,"My girlfriend has a new yoga instructor names Mark. He is such good shape, I feel a bit weird about her going to his classes.",I understand how you might feel uncomfortable. It's natural to feel a bit insecure in such situations. Have you talked to your girlfriend about your feelings?,2,"['Give Information', 'Give Information', 'Advise without Permission']",chatgpt_empathy,hit:3729_conv:7459_type:chatgpt_empathy
hit:9613_conv:19226,My computer software is being used in a lab,I was just informed that my computer software is now being used in a school :),That's fantastic news! It must be rewarding to know that your software is contributing to education. Keep up the great work!,2,"['Affirm', 'Complex Reflection', 'Affirm']",chatgpt,hit:9613_conv:19226_type:chatgpt
hit:4022_conv:8044,i got super late to work,"one time i got to work and my manager said where have you been , i didnt think much of it i said in bed relaxing , shes like your late 3 hours i guess i wrote my squedule wrong, it felt so bad","Oh no, that must have been quite embarrassing for you. It's easy to make such mistakes though. Maybe you could set reminders for your shifts to avoid this in the future.",2,"['Support', 'Give Information', 'Advise without Permission']",chatgpt,hit:4022_conv:8044_type:chatgpt
hit:5096_conv:10193,I was happy when my brother moved home. I missed him,I was happy when my brother moved home. I missed him,That's wonderful! It's always a joy to have loved ones close by. I'm sure your brother also appreciates being back home with family. Enjoy your time together!,3,"['Affirm', 'Affirm', 'Complex Reflection', 'Direct']",chatgpt,hit:5096_conv:10193_type:chatgpt
